name,height,width,img_h,img_w,area_frac,n_polyps_mask,n_bbox,compactness,sessile,size_bin,size_tertile
cju16ach3m1da0993r1dq3sn2,528,616,528,616,0.2665289256198347,1,1,0.7538398842688783,False,large,large
cju16b6ynq8e40988m8vx0xnj,530,571,530,571,0.018431748339556554,1,1,0.8348299473476489,True,small,small
cju16d65tzw9d0799ouslsw25,530,481,530,481,0.046722629741497664,1,1,0.8180571160559083,False,medium,small
cju16fpvhzypl0799p9phnlx6,546,626,546,626,0.10568584769862725,1,1,0.6336927358400388,False,large,medium
cju16jgnyzp970878melv7r25,529,560,529,560,0.1164461247637051,1,1,0.7313635871794139,False,large,medium
cju16whaj0e7n0855q7b6cjkm,547,626,547,626,0.26006798628592787,1,1,0.3263667220755289,True,large,large
cju171py4qiha0835u8sl59ds,530,616,530,616,0.36637160009801517,1,1,0.683296086038138,False,large,large
cju175facms5f0993a5tjikvt,528,621,528,621,0.23014870931537598,1,1,0.49551692928611346,False,large,large
cju17bz250pgd0799u1hqkj5u,547,626,547,626,0.0905812126557289,1,1,0.7213979035811167,False,medium,medium
cju17g6ykn1cs0993dww6qdi8,510,605,510,605,0.3139912493923189,1,1,0.609630684768066,False,large,large
cju17hw9hr9c5098800fu4u8e,528,623,528,623,0.024070966486696824,1,1,0.8712141462859112,True,medium,small
cju17otoe119u0799nqcbl8n1,511,519,511,519,0.6168795176634277,1,1,0.7304155677228876,False,large,large
cju17r8il13910799dr2wme2e,531,622,531,622,0.01205636395565002,1,1,0.8546812725766045,True,small,small
cju17v6ih0u7808783zcbg1jy,528,622,528,622,0.35082943583747445,1,1,0.7934554310215542,False,large,large
cju17x0j4nfc10993y31pvlgs,526,459,526,459,0.7025646760605383,1,1,0.6865769805148264,False,large,large
cju17z0qongpa0993de4boim4,529,622,529,622,0.05080264285584036,1,1,0.8312343223061589,False,medium,small
cju1819curo000988pd5xcqme,529,600,529,600,0.10738185255198487,1,1,0.8271254553569932,False,large,medium
cju183od81ff608017ekzif89,511,622,511,622,0.15256322323670252,2,2,0.41337222440711596,False,large,medium
cju1871y11d6r0799k6cw4yze,531,480,531,480,0.15286801632140615,1,1,0.8125883246403265,False,large,medium
cju18849rrsgr0988p90hkygb,528,619,528,619,0.11467359377294757,1,1,0.8279558757648521,False,large,medium
cju18gzrq18zw0878wbf4ftw6,546,626,546,626,0.07648129293496705,1,1,0.6772256188016025,True,medium,small
cju18ibp219ub08783i6o98g7,528,615,528,615,0.018526730721852673,1,1,0.8248827956981724,True,small,small
cju18kevfrojc0835bn90f1in,528,621,528,621,0.053423730054164835,1,1,0.6303814770863879,True,medium,small
cju1alwgo30z60855fm3y23sm,529,622,529,622,0.08492332192634286,1,1,0.6834824856383106,False,medium,medium
cju1amqw6p8pw0993d9gc5crl,547,622,547,622,0.02447727152489169,1,1,0.747987116573708,True,medium,small
cju1aqqv02qwz0878a5cyhr67,547,626,547,626,0.05602735805526514,1,1,0.6270961311807209,False,medium,small
cju1ats0y372e08011yazcsxm,528,623,528,623,0.15589583637336446,1,1,0.7392827471130698,False,large,medium
cju1b0y2e396p08558ois175d,546,626,546,626,0.04037788622453159,1,1,0.6909416110231824,True,medium,small
cju1b3zgj3d8e0801kpolea6c,528,601,528,601,0.14173662582564414,1,1,0.5700391694926504,False,large,medium
cju1b75x63ddl0799sdp0i2j3,530,549,530,549,0.06721998831494656,1,1,0.7304942429298835,False,medium,small
cju1bhnfitmge0835ynls0l6b,531,622,531,622,0.08191182080767344,1,1,0.8075800456021691,False,medium,medium
cju1bm8063nmh07996rsjjemq,530,607,530,607,0.2437350408753225,1,1,0.7439378610603876,False,large,large
cju1brhsj3rls0855a1vgdlen,530,570,530,570,0.03987090367428004,1,1,0.7850271275254137,True,medium,small
cju1c0qb4tzi308355wtsnp0y,530,622,530,622,0.34902626948977733,1,1,0.7037111190297389,True,large,large
cju1c3218411b08014g9f6gig,546,626,546,626,0.1589427611791829,1,1,0.6188307619310517,False,large,medium
cju1c4fcu40hl07992b8gj0c8,546,626,546,626,0.054392093529473724,1,1,0.8557378739935636,True,medium,small
cju1c6yfz42md08550zgoz3pw,530,536,530,536,0.2676710785694171,1,1,0.8514064793145782,False,large,large
cju1c8ffau5770835g0g343o8,529,622,529,622,0.03561594709425659,1,1,0.798890259511574,True,medium,small
cju1cbokpuiw70988j4lq1fpi,529,615,529,615,0.0421227350269722,1,1,0.6689270763292438,True,medium,small
cju1cdxvz48hw0801i0fjwcnk,505,577,505,577,0.06428608198774817,1,1,0.8575794746100575,False,medium,small
cju1cfhyg48bb0799cl5pr2jh,547,626,547,626,0.164171694575699,1,1,0.8318060555980968,True,large,medium
cju1cj3f0qi5n0993ut8f49rj,530,616,530,616,0.23469125214408235,1,1,0.7425949265835825,False,large,large
cju1cnnziug1l0835yh4ropyg,531,570,531,570,0.19269171044371758,1,1,0.5855415984724504,False,large,large
cju1cqc7n4gpy0855jt246k68,529,616,529,616,0.034508261115066406,1,1,0.7229349898550471,False,medium,small
cju1csmlc4ht10799b8ymmghg,546,612,546,612,0.13081771170006465,1,1,0.8543211680572695,False,large,medium
cju1cu1u2474n0878tt7v4tdr,531,621,531,621,0.0205761316872428,2,2,0.39787809216687603,True,medium,small
cju1cvkfwqrec0993wbp1jlzm,531,622,531,622,0.0421034146577773,1,1,0.8338378433478347,True,medium,small
cju1cyjb5qtie0993njqne9m3,547,626,547,626,0.5072337641857124,1,1,0.8527024181510959,False,large,large
cju1d31sp4d4k0878r3fr02ul,529,622,529,622,0.08219111470407674,1,1,0.8541215593231416,False,medium,medium
cju1d50a94qf50855wsowacrc,530,622,530,622,0.06060183219074198,1,1,0.8293231437382151,False,medium,small
cju1d96gsv62d09881b3wecw2,528,622,528,622,0.25277392088083406,1,1,0.5508158558610955,False,large,large
cju1ddr6p4k5z08780uuuzit2,531,570,531,570,0.03175075164370436,1,1,0.6426075192218805,False,medium,small
cju1dfeupuzlw0835gnxip369,1070,1348,1070,1348,0.07127624171496713,1,1,0.8777952616446147,False,medium,small
cju1dg44i4z3w0801nyz4p6zf,528,623,528,623,0.008840410525803784,1,1,0.36646307942586165,False,small,small
cju1dhfok4mhe0878jlgrag0h,546,626,546,626,0.06101885335112172,1,1,0.8455369595398677,False,medium,small
cju1dia8hvc6v098827mgffnm,528,616,528,616,0.04244760920897284,1,1,0.8590207517430756,True,medium,small
cju1djtprvd7b0988thwwrg09,529,590,529,590,0.059680881740412035,1,1,0.705728807424366,False,medium,small
cju1dnz61vfp40988e78bkjga,547,627,547,627,0.05806647248002006,1,1,0.4772823164096032,False,medium,small
cju1dq3x1vgx109889c7wyirg,513,617,513,617,0.10824558244160735,1,1,0.6892355201684705,False,large,medium
cju1drnhbrb9409935wi7vkhg,529,619,529,619,0.3652882415995065,1,1,0.4200107994703869,False,large,large
cju1efbr0rqxz09931z0lf4vf,529,622,529,622,0.06004169731155672,1,1,0.714531231662293,False,medium,small
cju1egh885m1l0855ci1lt37c,531,566,531,566,0.02487805527273695,1,1,0.6924927350739462,True,medium,small
cju1egx9pvz2n0988eoy8jp23,529,622,529,622,0.015849233219263428,1,1,0.8135192941309732,False,small,small
cju1ejj7dvqfa0835ra184v5m,547,619,547,619,0.1495571379207485,1,1,0.6066175743020139,False,large,medium
cju1erep75us208553i4ofwwe,547,613,547,613,0.1771221343767428,1,1,0.6362573320089804,False,large,large
cju1euant5l960878iqj5vvto,531,622,531,622,0.058044337868851464,1,1,0.8307759634847819,False,medium,small
cju1euuc65wm00799m4sjdnnn,530,570,530,570,0.0376266137040715,1,1,0.8520459416070074,False,medium,small
cju1ewnoh5z030855vpex9uzt,529,622,529,622,0.10186665369957269,1,1,0.71279637734824,False,large,medium
cju1expq45zst0855rjqwwj4m,529,622,529,622,0.28221360450768607,1,1,0.7815244932629175,False,large,large
cju1f15k3w4ct0835cmde6ypo,547,572,547,572,0.1308759795962721,1,1,0.81548023017215,False,large,medium
cju1f320ewfyu0988ndz6blh5,530,571,530,571,0.10870700194957539,1,1,0.5542112908646177,False,large,medium
cju1f5x1164xv08555654c24r,530,622,530,622,0.1219165200509616,1,1,0.6021458317240351,False,large,medium
cju1f79yhsb5w0993txub59ol,528,623,528,623,0.010734349919743178,1,1,0.8556463187547613,True,small,small
cju1f8w0t65en0799m9oacq0q,528,622,528,622,0.09240110104258015,1,1,0.5885717869960692,False,medium,medium
cju1fb9236a110801yvg0fwju,547,626,547,626,0.3166005688886812,1,1,0.567308716957314,False,large,large
cju1ffnjn6ctm08015perkg37,547,626,547,626,0.20877163266378912,1,1,0.7554063754732263,False,large,large
cju1fj6axwfp30835ukhuzhw9,547,576,547,576,0.24395693682713793,1,1,0.7675373584307629,False,large,large
cju1fjsb4sipq09931lvd8e41,530,622,530,622,0.06953224534368743,1,1,0.8144050776103465,True,medium,small
cju1fm3id6gl50801r3fok20c,531,622,531,622,0.026492512459050144,1,1,0.8282847916036133,True,medium,small
cju1fmsyf6gxb0801cimx2gle,531,570,531,570,0.07944956553341924,1,1,0.8026785220002753,False,medium,medium
cju1fr4etsmrr09933u4t4aql,521,570,521,570,0.27968818399164896,1,1,0.797601652050457,False,large,large
cju1ftaji6isw0855108yqcse,502,562,502,562,0.14647105528065674,1,1,0.7583530985109057,False,large,medium
cju1fuoa4wmc50835qfd11sp9,528,621,528,621,0.08186331918215976,1,1,0.7393770732873316,False,medium,medium
cju1fyb1d69et0878muzdak9u,528,622,528,622,0.09883805904706226,1,1,0.7324082932713315,True,medium,medium
cju1g20bdwq6u0835e16xugcd,531,622,531,622,0.19490919880586893,1,1,0.8335590770190369,False,large,large
cju1g4nsb6ngy0799l4ezm8ab,529,568,529,568,0.10346388348997577,1,1,0.8881322035365924,False,large,medium
cju1gghyjwxt80835vx0wgxw0,529,621,529,621,0.20968070889990836,1,1,0.7131058437883797,False,large,large
cju1gi7jlwyld0835cdf6g6qz,529,611,529,611,0.04720019553305963,1,1,0.8188216178539381,False,medium,small
cju1gkndf6yi10801o1qnje19,528,623,528,623,0.10575356291648426,1,1,0.6592921606394562,False,large,medium
cju1gv7106qd008784gk603mg,531,622,531,622,0.1496720983886497,1,1,0.8042781188113,False,large,medium
cju1h5w4wxajx0835mc954kxy,528,622,528,622,0.08458174997564065,1,1,0.8314645171038697,False,medium,medium
cju1h89h6xbnx08352k2790o9,531,570,531,570,0.08395942775960617,1,1,0.8667483383703737,False,medium,medium
cju1haab178i70799tk9z8y8x,531,525,531,525,0.10371446507039728,1,1,0.8269983687561775,False,large,medium
cju1hhj6mxfp90835n3wofrap,530,622,530,622,0.03566705090092823,1,1,0.6438159821996642,True,medium,small
cju1hirfi7ekp0855q0vgm9qq,529,605,529,605,0.046696558296489554,1,1,0.8620243813397704,False,medium,small
cju1hmff8tkp809931jps6fbr,530,587,530,587,0.39063353797692135,1,1,0.591337909860779,False,large,large
cju1hp9i2xu8e0988u2dazk7m,531,490,531,490,0.12834082785656636,1,1,0.7885354933365613,False,large,medium
cju1hs0za7jha0855vj0mdrjt,531,571,531,571,0.17473557145260074,1,1,0.8680264952493472,False,large,large
cju1hyolc7aqu0878rrkfn1lr,1070,1348,1070,1348,0.07646426689592058,1,1,0.848485395122076,False,medium,small
cju2hdr06v2bq0799mbm3bks1,530,621,530,621,0.235724485765503,1,1,0.7376586492369354,False,large,large
cju2hewssldzx0835ep795xu0,530,576,530,576,0.042348008385744235,1,1,0.8345725575016546,False,medium,small
cju2hfqnmhisa0993gpleeldd,530,621,530,621,0.01881931151824507,2,2,0.3937389035971142,True,small,small
cju2hgsptlfam0835o3b59h1o,528,530,528,530,0.02468553459119497,1,1,0.8027949320919774,True,medium,small
cju2hjrqcvi2j0801bx1i6gxg,531,599,531,599,0.015487205606330701,2,2,0.43877438455880896,True,small,small
cju2hlm19vjjf0801o69qnber,530,570,530,570,0.14835815954981793,1,1,0.8600488390089888,False,large,medium
cju2hos57llxm08359g92p6jj,529,622,529,622,0.13458931795111811,1,1,0.8051053946908261,False,large,medium
cju2hqt33lmra0988fr5ijv8j,528,602,528,602,0.14969986408939898,1,1,0.8215036650903376,False,large,medium
cju2htabevq9108015qjei0x7,487,332,487,332,0.45711387645035995,1,1,0.7810029683807358,False,large,large
cju2hugv9vget0799hhk7ksvg,529,613,529,613,0.016020254288771636,1,1,0.8542003419936076,True,small,small
cju2hw5gjlr5h0988so2qqres,530,621,530,621,0.19546987512533043,1,1,0.8466355106929799,False,large,large
cju2hx006vidl0799igm81vmh,528,622,528,622,0.025458564747149956,1,1,0.8712717432753977,False,medium,small
cju2i03ptvkiu0799xbbd4det,528,600,528,600,0.08089015151515151,1,1,0.7201046614436329,False,medium,medium
cju2i3hzclw3o0988rrgh911i,531,598,531,598,0.3110084462332067,1,1,0.6830618667061581,False,large,large
cju2i6acqvo6l0799u20fift8,546,623,546,623,0.13842096907907503,1,1,0.7301850661289542,False,large,medium
cju2i8br1vqtd08784u6vmcjk,531,622,531,622,0.18609854609091625,1,1,0.812551737807669,False,large,large
cju2iatlki5u309930zmgkv6h,522,621,522,621,0.2402070569653445,1,1,0.6143312098883907,False,large,large
cju2igw4gvxds0878808qj398,546,626,546,626,0.4387675689592623,1,1,0.45966860388167213,False,large,large
cju2ij9uiic2l09933ljiv6gm,530,617,530,617,0.036420904559493594,1,1,0.47888372982846245,False,medium,small
cju2lberzkdzm09938cl40pog,528,605,528,605,0.21028675181567744,1,1,0.6815322452153543,False,large,large
cju2lcyfgkf5809932fn9gucn,530,571,530,571,0.06364867990615604,1,1,0.7891462203379301,False,medium,small
cju2lejzcy4pc0878c9rlonot,530,571,530,571,0.2176089614380597,1,1,0.8197416168057051,False,large,large
cju2lyynuymli0855g7fxgbhe,519,612,519,612,0.045436800282091,1,1,0.7157026539011978,True,medium,small
cju2lz8vqktne0993fuym6drw,531,613,531,613,0.05935736383382027,1,1,0.8318380575383519,False,medium,small
cju2m56cryvqd0801gtn2yp8t,546,616,546,616,0.03988570952856667,1,1,0.8482855507515173,True,medium,small
cju2m71z2ywwv080131bcrsd3,531,570,531,570,0.08903426173720554,1,1,0.8309509582047874,False,medium,medium
cju2ma647l0nj0993ot4deq2q,547,621,547,621,0.12820331658261871,2,2,0.35442170821348207,False,large,medium
cju2mfjndoz700988b9lc3zeq,531,622,531,622,0.09561526210934898,1,1,0.793685340480841,False,medium,medium
cju2mh8t6p07008350e01tx2a,528,588,528,588,0.06225198412698413,1,1,0.8497991511513977,False,medium,small
cju2nbdpmlmcj0993s1cht0dz,530,584,530,584,0.25396097182734556,1,1,0.6565407577186982,True,large,large
cju2nd7l7z98o0799gfjvyfmw,1070,1348,1070,1348,0.18551332538339943,1,1,0.879266665192142,False,large,large
cju2nfnvxzdkd0878399axlco,546,598,546,598,0.12118845480049494,1,1,0.6480897388228142,False,large,medium
cju2nguelpmlj0835rojdn097,529,591,529,591,0.16602855050073728,1,1,0.8294558342303613,False,large,medium
cju2nnqrqzp580855z8mhzgd6,518,569,518,569,0.5774643586594378,1,1,0.6901861730158102,False,large,large
cju2np2k9zi3v079992ypxqkn,531,603,531,603,0.10053936219717483,1,1,0.6922486574073404,False,large,medium
cju2nqapmzvk20801f9us40dx,547,626,547,626,0.13244476114268358,2,2,0.4644374881360605,False,large,medium
cju2nsmwjlzyl0993jl80chvz,547,625,547,625,0.04799122486288848,1,1,0.8577505846699388,False,medium,small
cju2ntxtdzlvu0799xl3j9pan,547,626,547,626,0.02691123817978985,1,1,0.536896153498086,False,medium,small
cju2nyc5f02m40801ojqbtiea,531,622,531,622,0.09726536717108411,1,1,0.8356998158905795,False,medium,medium
cju2oi8sq0i2y0801mektzvw8,1070,1348,1070,1348,0.7633732216644943,1,1,0.4988829991197052,False,large,large
cju2okvco06xc0799kxe5n1qh,530,577,530,577,0.3316798011837415,1,1,0.8302740760481235,False,large,large
cju2omjpeqj5a0988pjdlb8l1,530,566,530,566,0.2619907993866258,1,1,0.6923036953731939,False,large,large
cju2oo0wh0bqy0878biujeyhe,530,621,530,621,0.08231094096557591,1,1,0.8648291072445633,False,medium,medium
cju2oq5570avm079959o20op1,547,626,547,626,0.19853280455110944,1,1,0.6552319698740812,False,large,large
cju2osuru0ki00855txo0n3uu,528,594,528,594,0.1759036067748189,1,1,0.805191516470454,False,large,large
cju2otvvv0l7z0855x7we8cb0,531,571,531,571,0.07307363761992869,1,1,0.7534282345245463,False,medium,small
cju2ouil2mssu0993hvxsed6d,511,605,511,605,0.030224321133412044,1,1,0.8447888982306834,True,medium,small
cju2p0eveqtdc0835gpi3p93i,528,622,528,622,0.11042397447140212,1,1,0.7281871721330158,False,large,medium
cju2p4ddkmzxj0993p94o62av,529,592,529,592,0.08470214070403106,1,1,0.8317910102218273,True,medium,medium
cju2p91qir00k08350ddfif0w,1070,1348,1070,1348,0.050933192822873626,1,1,0.7018849089663836,False,medium,small
cju2pag1f0s4r0878h52uq83s,530,570,530,570,0.05385302879841112,1,1,0.8634285290897243,False,medium,small
cju2phaksnahz0993yxogjcpv,528,622,528,622,0.04769560557341908,1,1,0.7554272133323963,False,medium,small
cju2pjb9v0ywn0878j5g5n69j,529,622,529,622,0.08960059324454926,1,1,0.8128643309759878,False,medium,medium
cju2pkwt3r8b90988v2ywq1px,530,622,530,622,0.06499423648607656,1,1,0.8554295628604353,False,medium,small
cju2pmhtr17a00855cvpelzb0,530,622,530,622,0.101665352181035,1,1,0.8765827576751312,False,large,medium
cju2qdj95ru8g09886gfi9rsz,531,571,531,571,0.4281021500588718,1,1,0.6230527151926749,False,large,large
cju2qfie4rvz508357kad9z5o,529,622,529,622,0.103094475410135,1,1,0.656933267015945,False,large,medium
cju2qh5le1ock0878oahaql7d,530,622,530,622,0.1417339076624401,1,1,0.7277497858124927,False,large,medium
cju2qn2fzs1vy0988l243cvzy,547,597,547,597,0.20701619002997926,1,1,0.7777865808292038,False,large,large
cju2qozsk20cq0855ugrg3cri,546,626,546,626,0.1051884749967817,1,1,0.7708437762208902,False,large,medium
cju2qqn5ys4uo0988ewrt2ip2,546,626,546,626,0.5136601949700991,1,1,0.7690192929173371,False,large,large
cju2qs32r1vys07999conmbvx,528,622,528,622,0.01636339277014518,1,1,0.8152812363115753,False,small,small
cju2qtee81yd708787bsjr75d,530,511,530,511,0.1111065982350552,1,1,0.7111980506301436,False,large,medium
cju2qu37qobl50993aw7ghcfq,528,543,528,543,0.045820776829064123,1,1,0.7900938726461146,True,medium,small
cju2qvuj1s9ok0835tp2k4ozh,531,605,531,605,0.3105072294594637,1,1,0.6299999523033764,False,large,large
cju2qxxko229x08786gvxxhur,530,484,530,484,0.3606580383595821,1,1,0.5408388208354781,False,large,large
cju2qz06823a40878ojcz9ccx,530,603,530,603,0.10744078350386432,1,1,0.7763960443156817,False,large,medium
cju2r11x7sdgx0988o8ule0wl,528,622,528,622,0.13883002046185325,1,1,0.7822936083222318,False,large,medium
cju2r2obh2bjm08553kng0rh7,458,474,458,474,0.2026421977779006,1,1,0.831473750897688,False,large,large
cju2r6mt2om21099352pny5gw,528,608,528,608,0.30492735745614036,1,1,0.6592674487062333,False,large,large
cju2r7h21sj9608354gzks3ae,530,614,530,614,0.03315407780714154,1,1,0.8492185324779911,False,medium,small
cju2r91dg2k090801bh0xzbxk,1070,1348,1070,1348,0.04688565961341135,1,1,0.8235378979836995,False,medium,small
cju2raxlosl630988jdbfy9b0,528,557,528,557,0.32865118872749033,1,1,0.5862134613436468,False,large,large
cju2rga4psq9n09881z519xx0,529,622,529,622,0.05474747597541925,1,1,0.8577866991970488,False,medium,small
cju2ricdv2iys0878sv1adh0u,530,616,530,616,0.7449491546189659,1,1,0.7395472958774518,False,large,large
cju2rkjfwoxys0993x768l1j2,401,597,401,597,0.27740113702343805,1,1,0.6124947005785167,False,large,large
cju2rlqdnoz9k0993cpjae3x0,531,592,531,592,0.17470224461749886,1,1,0.8040791684881112,False,large,large
cju2rmd2rsw9g09888hh1efu0,531,570,531,570,0.0069118181517824695,1,1,0.8349786018895725,True,small,small
cju2rn0hasxri0835nfy3buay,531,622,531,622,0.03330487280566304,1,1,0.8543010040039692,True,medium,small
cju2rnkt22xep0801as160g9t,454,558,454,558,0.03084095179448313,2,2,0.35766748719973085,True,medium,small
cju2ro5jqsy680988pi6qsujw,531,622,531,622,0.21652708897245385,1,1,0.4456910825564224,False,large,large
cju2rpa30t07b0835im0erql0,529,621,529,621,0.1002407848795619,1,1,0.8298503395770223,False,large,medium
cju2rqo702wpx0855fn7d5cxh,529,621,529,621,0.02907987300195733,1,1,0.8802024048115482,False,medium,small
cju2rxm8rpbaf0993o3qr2oph,531,571,531,571,0.04441937856405487,1,1,0.6137565228902464,True,medium,small
cju2rz4k434s70855wwx3ddtx,530,612,530,612,0.15139351338019486,2,2,0.3439078630849398,False,large,medium
cju2rzpsmtb0f0835jabkbao1,528,528,528,528,0.0304178145087236,1,1,0.8567486775602998,True,medium,small
cju2s16zp317h0799gr67jqc2,531,622,531,622,0.284871715685384,1,1,0.792367005952647,False,large,large
cju2s2527pfyr0993l3h1149a,529,622,529,622,0.027990688005640686,1,1,0.892991376877962,True,medium,small
cju2s9g11pnra0993gn4eh793,530,622,530,622,0.4737972456470303,1,1,0.7361913297708755,False,large,large
cju2saez63gxl08559ucjq3kt,530,557,530,557,0.13290877680295382,1,1,0.8703419132033247,False,large,medium
cju2sevf53lkx08558h5bpaig,547,626,547,626,0.23424312690189297,1,1,0.670312837515417,False,large,large
cju2sggy13na70855tbeoqgha,530,559,530,559,0.2529449488642117,1,1,0.5334028179376816,False,large,large
cju2spdagu1l50835da1f46fr,525,465,525,465,0.04323604710701485,1,1,0.7798237454860563,False,medium,small
cju2srvy5440s0801y1ba9akr,528,622,528,622,0.31751802591834744,1,1,0.6372253950074235,False,large,large
cju2sszfq3uye0878sucelzk2,531,622,531,622,0.6168334938022659,1,1,0.863979904766881,False,large,large
cju2suk42469908015ngmq6f2,528,609,528,609,0.09426158133054685,1,1,0.8419848129351774,False,medium,medium
cju2sxf3iqbpv09937iksn8ep,529,622,529,622,0.17526243169481945,1,1,0.7475391560789264,False,large,large
cju2syxa93yw40799x2iuwabz,474,602,474,602,0.021394928298078136,1,1,0.7325963751484755,True,medium,small
cju2t16vuucaq0835xcpsivn2,531,622,531,622,0.06639175008023447,1,1,0.8161899937127028,False,medium,small
cju2t2ivz43i10878zeg8r1br,528,607,528,607,0.03570715391143727,1,1,0.8248567825870506,True,medium,small
cju2t3ibkuecr0835o7si16zv,530,613,530,613,0.038197543784049985,1,1,0.8475144766508917,True,medium,small
cju2t62nq45jl0799odpufwx6,528,622,528,622,0.19995676215531522,1,1,0.7623065510315006,False,large,large
cju2t9tdwuk700835kv0ljmtl,473,605,473,605,0.16295493858438315,1,1,0.6547748138696461,True,large,medium
cju2ti1du4idn0878giuozonw,530,571,530,571,0.10684664441727522,1,1,0.6944546973267136,True,large,medium
cju2tjrog4jy30878pawyazqc,530,622,530,622,0.11739974519201601,1,1,0.6639505621752043,False,large,medium
cju2top2ruxxy0988p1svx36g,530,570,530,570,0.20291294273419397,1,1,0.5124216306060984,False,large,large
cju2tpfa5uyx408359datxqqj,528,622,528,622,0.10155108155510084,1,1,0.7354105181273298,True,large,medium
cju2tqfgw4oat0799rn0g5b2z,529,614,529,614,0.12207902563376292,1,1,0.7948661377497782,False,large,medium
cju2trbpkv0c00988hxla5dzz,531,610,531,610,0.1777252940631657,1,1,0.8126818923537269,False,large,large
cju2trtjf4qjd0878a2zle9v9,528,598,528,598,0.028776477146042364,1,1,0.7595885218262619,True,medium,small
cju2tvrvm53ws0801a0jfjdxg,531,568,531,568,0.13244675207554177,1,1,0.5304894401770938,True,large,medium
cju2txjfzv60w098839dcimys,430,551,430,551,0.08810619170219051,1,1,0.8022835518318815,False,medium,medium
cju2tzypl4wss0799ow05oxb9,531,622,531,622,0.27257918990438473,1,1,0.8466675181459472,False,large,large
cju2u2b9o4zvp08788qb9nqxj,527,564,527,564,0.2413433458489779,1,1,0.7936240653166664,False,large,large
cju2u4pymvc720988wsxrmi84,530,541,530,541,0.31164510166358594,1,1,0.7086958070458753,False,large,large
cju2u73dj53oz0878486k8k4b,529,524,529,524,0.13960158155240335,1,1,0.871298112073114,True,large,medium
cju2ueb6j5ado0878vf5md13o,1070,1348,1070,1348,0.09750963698383205,2,2,0.4289779071388334,False,medium,medium
cju2ulk385h170799rlklxob0,528,596,528,596,0.32298975493186904,1,1,0.6951429408741621,True,large,large
cju2uokeg5jm20799xwgsyz89,530,570,530,570,0.311770936775902,1,1,0.6091527993574772,False,large,large
