dataset,name,height,width,area_frac,n_lesions,largest_frac
cvc-clinicdb,194,288,384,0.04332139756944445,1,0.04332139756944445
cvc-clinicdb,195,288,384,0.03932472511574074,1,0.03932472511574074
cvc-clinicdb,196,288,384,0.039614076967592594,1,0.039614076967592594
cvc-clinicdb,197,288,384,0.04261610243055555,1,0.04261610243055555
cvc-clinicdb,198,288,384,0.040355541087962965,1,0.040355541087962965
cvc-clinicdb,199,288,384,0.03951461226851852,1,0.03951461226851852
cvc-clinicdb,2,288,384,0.18565538194444445,1,0.18565538194444445
cvc-clinicdb,20,288,384,0.16353804976851852,1,0.16353804976851852
cvc-clinicdb,200,288,384,0.05261682581018518,1,0.05261682581018518
cvc-clinicdb,201,288,384,0.05326786747685185,1,0.05324978298611111
cvc-clinicdb,202,288,384,0.04934353298611111,1,0.04934353298611111
cvc-clinicdb,203,288,384,0.04515697337962963,1,0.04515697337962963
cvc-clinicdb,204,288,384,0.031819661458333336,1,0.031819661458333336
cvc-clinicdb,205,288,384,0.027370876736111112,1,0.027370876736111112
cvc-clinicdb,206,288,384,0.07816116898148148,1,0.07816116898148148
cvc-clinicdb,207,288,384,0.07886646412037036,1,0.07886646412037036
cvc-clinicdb,208,288,384,0.03756148726851852,1,0.03756148726851852
cvc-clinicdb,209,288,384,0.025589554398148147,1,0.025589554398148147
cvc-clinicdb,21,288,384,0.27011899594907407,1,0.27011899594907407
cvc-clinicdb,210,288,384,0.25376157407407407,1,0.25376157407407407
cvc-clinicdb,211,288,384,0.19643373842592593,1,0.19643373842592593
cvc-clinicdb,212,288,384,0.15417028356481483,1,0.15417028356481483
cvc-clinicdb,213,288,384,0.1464301215277778,1,0.1464210792824074
cvc-clinicdb,214,288,384,0.0959743923611111,1,0.0959201388888889
cvc-clinicdb,215,288,384,0.09259259259259259,1,0.09259259259259259
cvc-clinicdb,216,288,384,0.111083984375,1,0.111083984375
cvc-clinicdb,217,288,384,0.10010669849537036,1,0.10010669849537036
cvc-clinicdb,218,288,384,0.07793511284722222,1,0.07793511284722222
cvc-clinicdb,219,288,384,0.06382921006944445,1,0.06382921006944445
cvc-clinicdb,22,288,384,0.48460105613425924,1,0.48460105613425924
cvc-clinicdb,220,288,384,0.04465964988425926,1,0.04465964988425926
cvc-clinicdb,221,288,384,0.03666630497685185,1,0.03666630497685185
cvc-clinicdb,222,288,384,0.031195746527777776,1,0.031195746527777776
cvc-clinicdb,223,288,384,0.0302734375,1,0.0302734375
cvc-clinicdb,224,288,384,0.02423321759259259,1,0.02423321759259259
cvc-clinicdb,225,288,384,0.030228226273148147,1,0.030228226273148147
cvc-clinicdb,226,288,384,0.04726381655092592,1,0.04726381655092592
cvc-clinicdb,227,288,384,0.02717194733796296,1,0.02717194733796296
cvc-clinicdb,228,288,384,0.07636176215277778,1,0.07636176215277778
cvc-clinicdb,229,288,384,0.07636176215277778,1,0.07636176215277778
cvc-clinicdb,23,288,384,0.24337203414351852,1,0.24337203414351852
cvc-clinicdb,230,288,384,0.2010181568287037,1,0.2010181568287037
cvc-clinicdb,231,288,384,0.17371961805555555,1,0.17369249131944445
cvc-clinicdb,232,288,384,0.1615939670138889,1,0.1615939670138889
cvc-clinicdb,233,288,384,0.16569010416666666,1,0.16569010416666666
cvc-clinicdb,234,288,384,0.146240234375,1,0.146240234375
cvc-clinicdb,235,288,384,0.1290961371527778,1,0.1290961371527778
cvc-clinicdb,236,288,384,0.10471824363425926,1,0.10471824363425926
cvc-clinicdb,237,288,384,0.12468352141203703,1,0.12468352141203703
cvc-clinicdb,238,288,384,0.11920392071759259,1,0.11920392071759259
cvc-clinicdb,239,288,384,0.12019856770833333,1,0.12019856770833333
cvc-clinicdb,24,288,384,0.20518663194444445,1,0.20518663194444445
cvc-clinicdb,240,288,384,0.11432110821759259,1,0.11432110821759259
cvc-clinicdb,241,288,384,0.12586805555555555,1,0.12585901331018517
cvc-clinicdb,242,288,384,0.11895073784722222,1,0.11895073784722222
cvc-clinicdb,243,288,384,0.09163411458333333,1,0.09163411458333333
cvc-clinicdb,244,288,384,0.08512369791666667,1,0.08512369791666667
cvc-clinicdb,245,288,384,0.07109917534722222,1,0.07109917534722222
cvc-clinicdb,246,288,384,0.11121961805555555,1,0.11121961805555555
cvc-clinicdb,247,288,384,0.1356517650462963,1,0.1356517650462963
cvc-clinicdb,248,288,384,0.1208767361111111,1,0.1208767361111111
cvc-clinicdb,249,288,384,0.09651692708333333,1,0.09651692708333333
cvc-clinicdb,25,288,384,0.4588035300925926,1,0.4588035300925926
cvc-clinicdb,250,288,384,0.0920138888888889,1,0.0920138888888889
cvc-clinicdb,251,288,384,0.07218424479166667,1,0.07218424479166667
cvc-clinicdb,252,288,384,0.10258427372685185,1,0.10258427372685185
cvc-clinicdb,253,288,384,0.22316261574074073,1,0.22316261574074073
cvc-clinicdb,254,288,384,0.21205873842592593,1,0.21205873842592593
cvc-clinicdb,255,288,384,0.1912254050925926,1,0.1912254050925926
cvc-clinicdb,256,288,384,0.2033058449074074,1,0.2033058449074074
cvc-clinicdb,257,288,384,0.24266673900462962,1,0.24266673900462962
cvc-clinicdb,258,288,384,0.214599609375,1,0.21456344039351852
cvc-clinicdb,259,288,384,0.21955475983796297,1,0.21955475983796297
cvc-clinicdb,26,288,384,0.01318359375,1,0.01318359375
cvc-clinicdb,260,288,384,0.2167426215277778,1,0.2167426215277778
cvc-clinicdb,261,288,384,0.1939380787037037,1,0.1939380787037037
cvc-clinicdb,262,288,384,0.13709852430555555,1,0.13709852430555555
cvc-clinicdb,263,288,384,0.10227683738425926,1,0.10227683738425926
cvc-clinicdb,264,288,384,0.22923900462962962,1,0.22923900462962962
cvc-clinicdb,265,288,384,0.2312554253472222,1,0.2312554253472222
cvc-clinicdb,266,288,384,0.2414008246527778,1,0.2414008246527778
cvc-clinicdb,267,288,384,0.17288773148148148,1,0.17288773148148148
cvc-clinicdb,268,288,384,0.22388599537037038,1,0.22388599537037038
cvc-clinicdb,269,288,384,0.16353804976851852,1,0.16353804976851852
cvc-clinicdb,27,288,384,0.013472945601851851,1,0.013472945601851851
cvc-clinicdb,270,288,384,0.19178602430555555,1,0.19177698206018517
cvc-clinicdb,271,288,384,0.26632125289351855,1,0.26632125289351855
cvc-clinicdb,272,288,384,0.3183865017361111,1,0.3183865017361111
cvc-clinicdb,273,288,384,0.27934208622685186,1,0.27934208622685186
cvc-clinicdb,274,288,384,0.29395435474537035,1,0.29395435474537035
cvc-clinicdb,275,288,384,0.23479094328703703,1,0.23479094328703703
cvc-clinicdb,276,288,384,0.1994086371527778,1,0.1994086371527778
cvc-clinicdb,277,288,384,0.137451171875,1,0.137451171875
cvc-clinicdb,278,288,384,0.02147533275462963,1,0.02147533275462963
cvc-clinicdb,279,288,384,0.024775752314814815,1,0.024775752314814815
cvc-clinicdb,28,288,384,0.03330258969907408,1,0.03330258969907408
cvc-clinicdb,280,288,384,0.02879050925925926,1,0.02879050925925926
cvc-clinicdb,281,288,384,0.033022280092592594,1,0.033022280092592594
cvc-clinicdb,282,288,384,0.037055121527777776,1,0.037055121527777776
cvc-clinicdb,283,288,384,0.036783854166666664,1,0.036783854166666664
cvc-clinicdb,284,288,384,0.027931495949074073,1,0.027931495949074073
cvc-clinicdb,285,288,384,0.030680338541666668,1,0.030680338541666668
cvc-clinicdb,286,288,384,0.03369140625,1,0.03369140625
cvc-clinicdb,287,288,384,0.03171115451388889,1,0.03171115451388889
cvc-clinicdb,288,288,384,0.033528645833333336,1,0.033528645833333336
cvc-clinicdb,289,288,384,0.029324001736111112,1,0.029324001736111112
cvc-clinicdb,29,288,384,0.04007523148148148,1,0.04007523148148148
cvc-clinicdb,290,288,384,0.01707175925925926,1,0.01707175925925926
cvc-clinicdb,291,288,384,0.01492874710648148,1,0.01492874710648148
cvc-clinicdb,292,288,384,0.021782769097222224,1,0.021782769097222224
cvc-clinicdb,293,288,384,0.032886646412037035,1,0.032886646412037035
cvc-clinicdb,294,288,384,0.03429723668981482,1,0.03429723668981482
cvc-clinicdb,295,288,384,0.032280815972222224,1,0.032280815972222224
cvc-clinicdb,296,288,384,0.024766710069444444,1,0.024766710069444444
cvc-clinicdb,297,288,384,0.025598596643518517,1,0.025598596643518517
cvc-clinicdb,298,288,384,0.061279296875,1,0.061279296875
cvc-clinicdb,299,288,384,0.02977611400462963,1,0.02977611400462963
cvc-clinicdb,3,288,384,0.18080873842592593,1,0.18080873842592593
cvc-clinicdb,30,288,384,0.08165147569444445,1,0.08165147569444445
cvc-clinicdb,300,288,384,0.07554796006944445,1,0.07554796006944445
cvc-clinicdb,301,288,384,0.054144965277777776,1,0.054144965277777776
cvc-clinicdb,302,288,384,0.08031322337962964,1,0.08031322337962964
cvc-clinicdb,303,288,384,0.0942654079861111,1,0.0942654079861111
cvc-clinicdb,304,288,384,0.0879810474537037,1,0.0879810474537037
cvc-clinicdb,305,288,384,0.12941261574074073,1,0.12941261574074073
cvc-clinicdb,306,288,384,0.23264793113425927,1,0.23264793113425927
cvc-clinicdb,307,288,384,0.0996997974537037,1,0.0996997974537037
cvc-clinicdb,308,288,384,0.1042209201388889,1,0.1042209201388889
cvc-clinicdb,309,288,384,0.04673032407407408,1,0.04673032407407408
cvc-clinicdb,31,288,384,0.07549370659722222,1,0.07549370659722222
cvc-clinicdb,310,288,384,0.02296730324074074,1,0.02296730324074074
cvc-clinicdb,311,288,384,0.02594220196759259,1,0.02594220196759259
cvc-clinicdb,312,288,384,0.011546947337962963,1,0.011546947337962963
cvc-clinicdb,313,288,384,0.06017614293981482,1,0.06017614293981482
cvc-clinicdb,314,288,384,0.07826063368055555,1,0.07825159143518519
cvc-clinicdb,315,288,384,0.18184859664351852,1,0.18184859664351852
cvc-clinicdb,316,288,384,0.28782371238425924,1,0.28782371238425924
cvc-clinicdb,317,288,384,0.14456741898148148,1,0.14456741898148148
cvc-clinicdb,318,288,384,0.02179181134259259,1,0.02179181134259259
cvc-clinicdb,319,288,384,0.02483904803240741,1,0.02483904803240741
cvc-clinicdb,32,288,384,0.08634440104166667,1,0.08634440104166667
cvc-clinicdb,320,288,384,0.03908058449074074,1,0.03908058449074074
cvc-clinicdb,321,288,384,0.054108796296296294,1,0.054108796296296294
cvc-clinicdb,322,288,384,0.07298900462962964,1,0.07298900462962964
cvc-clinicdb,323,288,384,0.08928313078703703,1,0.08928313078703703
cvc-clinicdb,324,288,384,0.05787037037037037,1,0.05787037037037037
cvc-clinicdb,325,288,384,0.04115125868055555,1,0.04115125868055555
cvc-clinicdb,326,288,384,0.036431206597222224,1,0.036431206597222224
cvc-clinicdb,327,288,384,0.031566478587962965,1,0.031566478587962965
cvc-clinicdb,328,288,384,0.039496527777777776,1,0.039496527777777776
cvc-clinicdb,329,288,384,0.041693793402777776,1,0.041693793402777776
cvc-clinicdb,33,288,384,0.10142686631944445,1,0.10142686631944445
cvc-clinicdb,330,288,384,0.052897135416666664,1,0.052897135416666664
cvc-clinicdb,331,288,384,0.06995081018518519,1,0.06995081018518519
cvc-clinicdb,332,288,384,0.051450376157407406,1,0.051450376157407406
cvc-clinicdb,333,288,384,0.04635054976851852,1,0.04635054976851852
cvc-clinicdb,334,288,384,0.04982277199074074,1,0.04982277199074074
cvc-clinicdb,335,288,384,0.053150318287037035,1,0.053150318287037035
cvc-clinicdb,336,288,384,0.048249421296296294,1,0.048249421296296294
cvc-clinicdb,337,288,384,0.052399811921296294,1,0.052399811921296294
cvc-clinicdb,338,288,384,0.11723271122685185,1,0.11723271122685185
cvc-clinicdb,339,288,384,0.027624059606481483,1,0.027624059606481483
cvc-clinicdb,34,288,384,0.05947084780092592,1,0.05947084780092592
cvc-clinicdb,340,288,384,0.01690899884259259,1,0.01690899884259259
cvc-clinicdb,341,288,384,0.021873191550925927,1,0.021873191550925927
cvc-clinicdb,342,288,384,0.07215711805555555,1,0.07215711805555555
cvc-clinicdb,343,288,384,0.06655092592592593,1,0.06655092592592593
cvc-clinicdb,344,288,384,0.1232638888888889,1,0.1232638888888889
cvc-clinicdb,345,288,384,0.1149631076388889,1,0.11494502314814815
cvc-clinicdb,346,288,384,0.03493019386574074,1,0.03493019386574074
cvc-clinicdb,347,288,384,0.04538302951388889,1,0.04538302951388889
cvc-clinicdb,348,288,384,0.2081615306712963,1,0.2081615306712963
cvc-clinicdb,349,288,384,0.21446397569444445,1,0.21446397569444445
cvc-clinicdb,35,288,384,0.06519458912037036,1,0.06519458912037036
cvc-clinicdb,350,288,384,0.12589518229166666,1,0.12589518229166666
cvc-clinicdb,351,288,384,0.03782371238425926,1,0.03782371238425926
cvc-clinicdb,352,288,384,0.036783854166666664,1,0.036783854166666664
cvc-clinicdb,353,288,384,0.07172309027777778,1,0.07170500578703703
cvc-clinicdb,354,288,384,0.06956199363425926,1,0.06956199363425926
cvc-clinicdb,355,288,384,0.08891239872685185,1,0.08891239872685185
cvc-clinicdb,356,288,384,0.08818901909722222,1,0.08818901909722222
cvc-clinicdb,357,288,384,0.19310619212962962,1,0.19310619212962962
cvc-clinicdb,358,288,384,0.0796169704861111,1,0.0796169704861111
cvc-clinicdb,359,288,384,0.10224971064814815,1,0.10224971064814815
cvc-clinicdb,36,288,384,0.03602430555555555,1,0.03602430555555555
cvc-clinicdb,360,288,384,0.1212474681712963,1,0.1212474681712963
cvc-clinicdb,361,288,384,0.0995189525462963,1,0.0995189525462963
cvc-clinicdb,362,288,384,0.08176902488425926,1,0.08176902488425926
cvc-clinicdb,363,288,384,0.013156467013888888,1,0.013156467013888888
cvc-clinicdb,364,288,384,0.021330656828703703,1,0.021330656828703703
cvc-clinicdb,365,288,384,0.017966941550925927,1,0.017966941550925927
cvc-clinicdb,366,288,384,0.01780418113425926,1,0.01780418113425926
cvc-clinicdb,367,288,384,0.020290798611111112,1,0.020290798611111112
cvc-clinicdb,368,288,384,0.018663194444444444,1,0.018663194444444444
cvc-clinicdb,369,288,384,0.01517288773148148,1,0.01517288773148148
cvc-clinicdb,37,288,384,0.07149703414351852,1,0.07149703414351852
cvc-clinicdb,370,288,384,0.014585141782407407,1,0.014585141782407407
cvc-clinicdb,371,288,384,0.009874131944444444,1,0.009874131944444444
cvc-clinicdb,372,288,384,0.009114583333333334,1,0.009114583333333334
cvc-clinicdb,373,288,384,0.009584780092592593,1,0.009584780092592593
cvc-clinicdb,374,288,384,0.011736834490740741,1,0.011736834490740741
cvc-clinicdb,375,288,384,0.008617259837962963,1,0.008617259837962963
cvc-clinicdb,376,288,384,0.023392288773148147,1,0.023392288773148147
cvc-clinicdb,377,288,384,0.019675925925925927,1,0.019675925925925927
cvc-clinicdb,378,288,384,0.01716218171296296,1,0.01716218171296296
cvc-clinicdb,379,288,384,0.012424045138888888,1,0.012424045138888888
cvc-clinicdb,38,288,384,0.041657624421296294,1,0.041657624421296294
cvc-clinicdb,380,288,384,0.016493055555555556,1,0.016493055555555556
cvc-clinicdb,381,288,384,0.024269386574074073,1,0.024269386574074073
cvc-clinicdb,382,288,384,0.028691044560185185,1,0.028691044560185185
cvc-clinicdb,383,288,384,0.026647497106481483,1,0.026647497106481483
cvc-clinicdb,384,288,384,0.27089662905092593,1,0.27089662905092593
cvc-clinicdb,385,288,384,0.23680736400462962,1,0.23680736400462962
cvc-clinicdb,386,288,384,0.2553168402777778,1,0.2553168402777778
cvc-clinicdb,387,288,384,0.2506239149305556,1,0.2506239149305556
cvc-clinicdb,388,288,384,0.2319064670138889,1,0.2319064670138889
cvc-clinicdb,389,288,384,0.1935402199074074,1,0.1935402199074074
cvc-clinicdb,39,288,384,0.03837528935185185,1,0.03837528935185185
cvc-clinicdb,390,288,384,0.16408058449074073,1,0.16408058449074073
cvc-clinicdb,391,288,384,0.04881004050925926,1,0.04881004050925926
cvc-clinicdb,392,288,384,0.07463469328703703,1,0.07463469328703703
cvc-clinicdb,393,288,384,0.06750036168981481,1,0.06750036168981481
cvc-clinicdb,394,288,384,0.07094545717592593,1,0.07094545717592593
cvc-clinicdb,395,288,384,0.10138165509259259,1,0.10138165509259259
cvc-clinicdb,396,288,384,0.10290075231481481,1,0.10290075231481481
cvc-clinicdb,397,288,384,0.13469328703703703,1,0.13469328703703703
cvc-clinicdb,398,288,384,0.1646140769675926,1,0.1646140769675926
cvc-clinicdb,399,288,384,0.10807291666666667,1,0.10807291666666667
cvc-clinicdb,4,288,384,0.19151475694444445,1,0.19151475694444445
cvc-clinicdb,40,288,384,0.07165075231481481,1,0.07165075231481481
