name,height,width,img_h,img_w,area_frac,n_polyps_mask,n_bbox,compactness,sessile,size_bin,size_tertile,fold,split
cju2okvco06xc0799kxe5n1qh,530,577,530,577,0.3316798011837415,1,1,0.8302740760481235,False,large,large,0,test
cju2omjpeqj5a0988pjdlb8l1,530,566,530,566,0.2619907993866258,1,1,0.6923036953731939,False,large,large,2,train
cju2oo0wh0bqy0878biujeyhe,530,621,530,621,0.0823109409655759,1,1,0.8648291072445633,False,medium,medium,3,train
cju2oq5570avm079959o20op1,547,626,547,626,0.1985328045511094,1,1,0.6552319698740812,False,large,large,2,train
cju2osuru0ki00855txo0n3uu,528,594,528,594,0.1759036067748189,1,1,0.805191516470454,False,large,large,4,train
cju2otvvv0l7z0855x7we8cb0,531,571,531,571,0.0730736376199286,1,1,0.7534282345245463,False,medium,small,4,train
cju2ouil2mssu0993hvxsed6d,511,605,511,605,0.030224321133412,1,1,0.8447888982306834,True,medium,small,3,train
cju2p0eveqtdc0835gpi3p93i,528,622,528,622,0.1104239744714021,1,1,0.7281871721330158,False,large,medium,4,val
cju2p4ddkmzxj0993p94o62av,529,592,529,592,0.084702140704031,1,1,0.8317910102218273,True,medium,medium,1,train
cju2p91qir00k08350ddfif0w,1070,1348,1070,1348,0.0509331928228736,1,1,0.7018849089663836,False,medium,small,3,train
cju2pag1f0s4r0878h52uq83s,530,570,530,570,0.0538530287984111,1,1,0.8634285290897243,False,medium,small,4,train
cju2phaksnahz0993yxogjcpv,528,622,528,622,0.047695605573419,1,1,0.7554272133323963,False,medium,small,1,train
cju2pjb9v0ywn0878j5g5n69j,529,622,529,622,0.0896005932445492,1,1,0.8128643309759878,False,medium,medium,4,train
cju2pkwt3r8b90988v2ywq1px,530,622,530,622,0.0649942364860765,1,1,0.8554295628604353,False,medium,small,3,train
cju2pmhtr17a00855cvpelzb0,530,622,530,622,0.101665352181035,1,1,0.8765827576751312,False,large,medium,4,train
cju2qdj95ru8g09886gfi9rsz,531,571,531,571,0.4281021500588718,1,1,0.6230527151926749,False,large,large,0,test
cju2qfie4rvz508357kad9z5o,529,622,529,622,0.103094475410135,1,1,0.656933267015945,False,large,medium,0,test
cju2qh5le1ock0878oahaql7d,530,622,530,622,0.1417339076624401,1,1,0.7277497858124927,False,large,medium,3,train
cju2qn2fzs1vy0988l243cvzy,547,597,547,597,0.2070161900299792,1,1,0.7777865808292038,False,large,large,1,val
cju2qozsk20cq0855ugrg3cri,546,626,546,626,0.1051884749967817,1,1,0.7708437762208902,False,large,medium,4,train
cju2qqn5ys4uo0988ewrt2ip2,546,626,546,626,0.5136601949700991,1,1,0.7690192929173371,False,large,large,3,train
cju2qs32r1vys07999conmbvx,528,622,528,622,0.0163633927701451,1,1,0.8152812363115753,False,small,small,4,train
cju2qtee81yd708787bsjr75d,530,511,530,511,0.1111065982350552,1,1,0.7111980506301436,False,large,medium,2,train
cju2qu37qobl50993aw7ghcfq,528,543,528,543,0.0458207768290641,1,1,0.7900938726461146,True,medium,small,0,test
cju2qvuj1s9ok0835tp2k4ozh,531,605,531,605,0.3105072294594637,1,1,0.6299999523033764,False,large,large,4,train
cju2qxxko229x08786gvxxhur,530,484,530,484,0.3606580383595821,1,1,0.5408388208354781,False,large,large,3,train
cju2qz06823a40878ojcz9ccx,530,603,530,603,0.1074407835038643,1,1,0.7763960443156817,False,large,medium,3,val
cju2r11x7sdgx0988o8ule0wl,528,622,528,622,0.1388300204618532,1,1,0.7822936083222318,False,large,medium,4,train
cju2r2obh2bjm08553kng0rh7,458,474,458,474,0.2026421977779006,1,1,0.831473750897688,False,large,large,1,train
cju2r6mt2om21099352pny5gw,528,608,528,608,0.3049273574561403,1,1,0.6592674487062333,False,large,large,1,train
cju2r7h21sj9608354gzks3ae,530,614,530,614,0.0331540778071415,1,1,0.8492185324779911,False,medium,small,3,train
cju2r91dg2k090801bh0xzbxk,1070,1348,1070,1348,0.0468856596134113,1,1,0.8235378979836995,False,medium,small,2,train
cju2raxlosl630988jdbfy9b0,528,557,528,557,0.3286511887274903,1,1,0.5862134613436468,False,large,large,0,test
cju2rga4psq9n09881z519xx0,529,622,529,622,0.0547474759754192,1,1,0.8577866991970488,False,medium,small,0,test
cju2ricdv2iys0878sv1adh0u,530,616,530,616,0.7449491546189659,1,1,0.7395472958774518,False,large,large,4,train
cju2rkjfwoxys0993x768l1j2,401,597,401,597,0.277401137023438,1,1,0.6124947005785167,False,large,large,1,train
cju2rlqdnoz9k0993cpjae3x0,531,592,531,592,0.1747022446174988,1,1,0.8040791684881112,False,large,large,1,train
cju2rmd2rsw9g09888hh1efu0,531,570,531,570,0.0069118181517824,1,1,0.8349786018895725,True,small,small,3,train
cju2rn0hasxri0835nfy3buay,531,622,531,622,0.033304872805663,1,1,0.8543010040039692,True,medium,small,1,val
cju2rnkt22xep0801as160g9t,454,558,454,558,0.0308409517944831,2,2,0.3576674871997308,True,medium,small,4,train
cju2ro5jqsy680988pi6qsujw,531,622,531,622,0.2165270889724538,1,1,0.4456910825564224,False,large,large,1,train
cju2rpa30t07b0835im0erql0,529,621,529,621,0.1002407848795619,1,1,0.8298503395770223,False,large,medium,2,train
cju2rqo702wpx0855fn7d5cxh,529,621,529,621,0.0290798730019573,1,1,0.8802024048115482,False,medium,small,2,train
cju2rxm8rpbaf0993o3qr2oph,531,571,531,571,0.0444193785640548,1,1,0.6137565228902464,True,medium,small,2,train
cju2rz4k434s70855wwx3ddtx,530,612,530,612,0.1513935133801948,2,2,0.3439078630849398,False,large,medium,0,test
cju2rzpsmtb0f0835jabkbao1,528,528,528,528,0.0304178145087236,1,1,0.8567486775602998,True,medium,small,4,train
cju2s16zp317h0799gr67jqc2,531,622,531,622,0.284871715685384,1,1,0.792367005952647,False,large,large,2,train
cju2s2527pfyr0993l3h1149a,529,622,529,622,0.0279906880056406,1,1,0.892991376877962,True,medium,small,2,train
cju2s9g11pnra0993gn4eh793,530,622,530,622,0.4737972456470303,1,1,0.7361913297708755,False,large,large,1,train
cju2saez63gxl08559ucjq3kt,530,557,530,557,0.1329087768029538,1,1,0.8703419132033247,False,large,medium,0,test
cju2sevf53lkx08558h5bpaig,547,626,547,626,0.2342431269018929,1,1,0.670312837515417,False,large,large,2,train
cju2sggy13na70855tbeoqgha,530,559,530,559,0.2529449488642117,1,1,0.5334028179376816,False,large,large,1,train
cju2spdagu1l50835da1f46fr,525,465,525,465,0.0432360471070148,1,1,0.7798237454860563,False,medium,small,1,val
cju2srvy5440s0801y1ba9akr,528,622,528,622,0.3175180259183474,1,1,0.6372253950074235,False,large,large,1,train
cju2sszfq3uye0878sucelzk2,531,622,531,622,0.6168334938022659,1,1,0.863979904766881,False,large,large,2,val
cju2suk42469908015ngmq6f2,528,609,528,609,0.0942615813305468,1,1,0.8419848129351774,False,medium,medium,1,train
cju2sxf3iqbpv09937iksn8ep,529,622,529,622,0.1752624316948194,1,1,0.7475391560789264,False,large,large,1,train
cju2syxa93yw40799x2iuwabz,474,602,474,602,0.0213949282980781,1,1,0.7325963751484755,True,medium,small,2,train
cju2t16vuucaq0835xcpsivn2,531,622,531,622,0.0663917500802344,1,1,0.8161899937127028,False,medium,small,1,train
cju2t2ivz43i10878zeg8r1br,528,607,528,607,0.0357071539114372,1,1,0.8248567825870506,True,medium,small,2,train
cju2t3ibkuecr0835o7si16zv,530,613,530,613,0.0381975437840499,1,1,0.8475144766508917,True,medium,small,3,train
cju2t62nq45jl0799odpufwx6,528,622,528,622,0.1999567621553152,1,1,0.7623065510315006,False,large,large,1,train
cju2t9tdwuk700835kv0ljmtl,473,605,473,605,0.1629549385843831,1,1,0.6547748138696461,True,large,medium,0,test
